spanMedian,spanP90,inkAtLeast,fits,driftRatio,spacing,zoom,theta,shape
400,600,0.561,1,2.462,1,0.4,0.01,nonagon
1065,1597,0.842,0,2.462,1,0.15,0.01,nonagon
1994,2992,0.871,0,2.462,1,0.08,0.01,nonagon
22,32,0.24,1,2.462,1,8,0.05,nonagon
82,122,0.275,1,2.462,1,2,0.05,nonagon
161,241,0.377,1,2.462,1,1,0.05,nonagon
400,600,0.682,1,2.462,1,0.4,0.05,nonagon
1065,1597,0.861,0,2.462,1,0.15,0.05,nonagon
1994,2992,0.846,0,2.462,1,0.08,0.05,nonagon
22,32,0.281,1,2.462,1,8,0.2,nonagon
82,122,0.254,1,2.462,1,2,0.2,nonagon
161,241,0.389,1,2.462,1,1,0.2,nonagon
400,600,0.674,1,2.462,1,0.4,0.2,nonagon
1065,1597,0.898,0,2.462,1,0.15,0.2,nonagon
1994,2992,0.879,0,2.462,1,0.08,0.2,nonagon
9,13,0.041,1,3.939,1,8,0,nonagon
30,45,0.051,1,3.939,1,2,0,nonagon
59,87,0.051,1,3.939,1,1,0,nonagon
144,215,0.053,1,3.939,1,0.4,0,nonagon
381,569,0.053,1,3.939,1,0.15,0,nonagon
712,1065,0.053,0,3.939,1,0.08,0,nonagon
9,13,0.047,1,3.939,1,8,0.002,nonagon
30,45,0.035,1,3.939,1,2,0.002,nonagon
59,87,0.045,1,3.939,1,1,0.002,nonagon
144,215,0.102,1,3.939,1,0.4,0.002,nonagon
381,569,0.184,1,3.939,1,0.15,0.002,nonagon
712,1065,0.209,0,3.939,1,0.08,0.002,nonagon
9,13,0.043,1,3.939,1,8,0.01,nonagon
30,45,0.092,1,3.939,1,2,0.01,nonagon
59,87,0.135,1,3.939,1,1,0.01,nonagon
144,215,0.172,1,3.939,1,0.4,0.01,nonagon
381,569,0.531,1,3.939,1,0.15,0.01,nonagon
712,1065,0.754,0,3.939,1,0.08,0.01,nonagon
9,13,0.074,1,3.939,1,8,0.05,nonagon
30,45,0.084,1,3.939,1,2,0.05,nonagon
59,87,0.143,1,3.939,1,1,0.05,nonagon
144,215,0.33,1,3.939,1,0.4,0.05,nonagon
381,569,0.629,1,3.939,1,0.15,0.05,nonagon
712,1065,0.873,0,3.939,1,0.08,0.05,nonagon
9,13,0.096,1,3.939,1,8,0.2,nonagon
30,45,0.113,1,3.939,1,2,0.2,nonagon
59,87,0.18,1,3.939,1,1,0.2,nonagon
144,215,0.326,1,3.939,1,0.4,0.2,nonagon
381,569,0.66,1,3.939,1,0.15,0.2,nonagon
712,1065,0.871,0,3.939,1,0.08,0.2,nonagon
65,96,1,1,0.47,1,8,0,nonagon
248,372,1,1,0.47,1,2,0,nonagon
494,741,1,1,0.47,1,1,0,nonagon
1231,1848,1,0,0.47,1,0.4,0,nonagon
3280,4925,1,0,0.47,1,0.15,0,nonagon
6149,9233,1,0,0.47,1,0.08,0,nonagon
65,96,0.998,1,0.47,1,8,0.002,nonagon
248,372,1,1,0.47,1,2,0.002,nonagon
494,741,1,1,0.47,1,1,0.002,nonagon
1231,1848,0.996,0,0.47,1,0.4,0.002,nonagon
3280,4925,0.965,0,0.47,1,0.15,0.002,nonagon
6149,9233,0.973,0,0.47,1,0.08,0.002,nonagon
65,96,0.994,1,0.47,1,8,0.01,nonagon
248,372,0.875,1,0.47,1,2,0.01,nonagon
494,741,0.941,1,0.47,1,1,0.01,nonagon
1231,1848,0.977,0,0.47,1,0.4,0.01,nonagon
3280,4925,0.973,0,0.47,1,0.15,0.01,nonagon
6149,9233,0.965,0,0.47,1,0.08,0.01,nonagon
65,96,0.877,1,0.47,1,8,0.05,nonagon
248,372,0.807,1,0.47,1,2,0.05,nonagon
494,741,0.949,1,0.47,1,1,0.05,nonagon
1231,1848,0.986,0,0.47,1,0.4,0.05,nonagon
3280,4925,0.982,0,0.47,1,0.15,0.05,nonagon
6149,9233,0.984,0,0.47,1,0.08,0.05,nonagon
65,96,0.885,1,0.47,1,8,0.2,nonagon
248,372,0.855,1,0.47,1,2,0.2,nonagon
494,741,0.963,1,0.47,1,1,0.2,nonagon
1231,1848,0.988,0,0.47,1,0.4,0.2,nonagon
3280,4925,0.977,0,0.47,1,0.15,0.2,nonagon
6149,9233,0.977,0,0.47,1,0.08,0.2,nonagon
408,610,0.369,1,1.116,1,8,0,nonagon
1606,2413,0.363,0,1.116,1,2,0,nonagon
3206,4821,0.361,0,1.116,1,1,0,nonagon
8012,12049,0.361,0,1.116,1,0.4,0,nonagon
21361,32127,0.361,0,1.116,1,0.15,0,nonagon
40052,60236,0.361,0,1.116,1,0.08,0,nonagon
408,610,0.381,1,1.116,1,8,0.002,nonagon
1606,2413,0.59,0,1.116,1,2,0.002,nonagon
3206,4821,0.781,0,1.116,1,1,0.002,nonagon
8012,12049,0.867,0,1.116,1,0.4,0.002,nonagon
21361,32127,0.877,0,1.116,1,0.15,0.002,nonagon
40052,60236,0.883,0,1.116,1,0.08,0.002,nonagon
408,610,0.752,1,1.116,1,8,0.01,nonagon
1606,2413,0.91,0,1.116,1,2,0.01,nonagon
3206,4821,0.859,0,1.116,1,1,0.01,nonagon
8012,12049,0.902,0,1.116,1,0.4,0.01,nonagon
21361,32127,0.9,0,1.116,1,0.15,0.01,nonagon
40052,60236,0.906,0,1.116,1,0.08,0.01,nonagon
408,610,0.99,1,1.116,1,8,0.05,nonagon
1606,2413,0.947,0,1.116,1,2,0.05,nonagon
3206,4821,0.891,0,1.116,1,1,0.05,nonagon
8012,12049,0.855,0,1.116,1,0.4,0.05,nonagon
21361,32127,0.898,0,1.116,1,0.15,0.05,nonagon
40052,60236,0.898,0,1.116,1,0.08,0.05,nonagon
408,610,1,1,1.116,1,8,0.2,nonagon
1606,2413,0.92,0,1.116,1,2,0.2,nonagon
3206,4821,0.893,0,1.116,1,1,0.2,nonagon
8012,12049,0.904,0,1.116,1,0.4,0.2,nonagon
21361,32127,0.898,0,1.116,1,0.15,0.2,nonagon
40052,60236,0.883,0,1.116,1,0.08,0.2,nonagon
24,34,0.09,1,2.415,1,8,0,nonagon
87,130,0.082,1,2.415,1,2,0,nonagon
172,257,0.08,1,2.415,1,1,0,nonagon
427,639,0.082,1,2.415,1,0.4,0,nonagon
1134,1701,0.082,0,2.415,1,0.15,0,nonagon
2124,3188,0.082,0,2.415,1,0.08,0,nonagon
24,34,0.086,1,2.415,1,8,0.002,nonagon
87,130,0.082,1,2.415,1,2,0.002,nonagon
172,257,0.09,1,2.415,1,1,0.002,nonagon
427,639,0.209,1,2.415,1,0.4,0.002,nonagon
1134,1701,0.34,0,2.415,1,0.15,0.002,nonagon
2124,3188,0.586,0,2.415,1,0.08,0.002,nonagon
24,34,0.088,1,2.415,1,8,0.01,nonagon
87,130,0.178,1,2.415,1,2,0.01,nonagon
172,257,0.24,1,2.415,1,1,0.01,nonagon
427,639,0.563,1,2.415,1,0.4,0.01,nonagon
1134,1701,0.822,0,2.415,1,0.15,0.01,nonagon
2124,3188,0.834,0,2.415,1,0.08,0.01,nonagon
24,34,0.215,1,2.415,1,8,0.05,nonagon
87,130,0.24,1,2.415,1,2,0.05,nonagon
172,257,0.359,1,2.415,1,1,0.05,nonagon
427,639,0.691,1,2.415,1,0.4,0.05,nonagon
1134,1701,0.836,0,2.415,1,0.15,0.05,nonagon
2124,3188,0.824,0,2.415,1,0.08,0.05,nonagon
24,34,0.232,1,2.415,1,8,0.2,nonagon
87,130,0.252,1,2.415,1,2,0.2,nonagon
172,257,0.359,1,2.415,1,1,0.2,nonagon
427,639,0.666,1,2.415,1,0.4,0.2,nonagon
1134,1701,0.855,0,2.415,1,0.15,0.2,nonagon
2124,3188,0.807,0,2.415,1,0.08,0.2,nonagon
10,14,0.039,1,3.852,1,8,0,nonagon
33,48,0.039,1,3.852,1,2,0,nonagon
63,94,0.043,1,3.852,1,1,0,nonagon
155,232,0.049,1,3.852,1,0.4,0,nonagon
411,614,0.049,1,3.852,1,0.15,0,nonagon
768,1150,0.049,0,3.852,1,0.08,0,nonagon
10,14,0.041,1,3.852,1,8,0.002,nonagon
33,48,0.041,1,3.852,1,2,0.002,nonagon
63,94,0.049,1,3.852,1,1,0.002,nonagon
155,232,0.086,1,3.852,1,0.4,0.002,nonagon
411,614,0.195,1,3.852,1,0.15,0.002,nonagon
768,1150,0.203,0,3.852,1,0.08,0.002,nonagon
10,14,0.039,1,3.852,1,8,0.01,nonagon
33,48,0.072,1,3.852,1,2,0.01,nonagon
63,94,0.113,1,3.852,1,1,0.01,nonagon
155,232,0.174,1,3.852,1,0.4,0.01,nonagon
411,614,0.492,1,3.852,1,0.15,0.01,nonagon
768,1150,0.752,0,3.852,1,0.08,0.01,nonagon
10,14,0.068,1,3.852,1,8,0.05,nonagon
33,48,0.088,1,3.852,1,2,0.05,nonagon
63,94,0.154,1,3.852,1,1,0.05,nonagon
155,232,0.342,1,3.852,1,0.4,0.05,nonagon
411,614,0.654,1,3.852,1,0.15,0.05,nonagon
768,1150,0.824,0,3.852,1,0.08,0.05,nonagon
10,14,0.084,1,3.852,1,8,0.2,nonagon
33,48,0.102,1,3.852,1,2,0.2,nonagon
63,94,0.137,1,3.852,1,1,0.2,nonagon
155,232,0.348,1,3.852,1,0.4,0.2,nonagon
411,614,0.65,1,3.852,1,0.15,0.2,nonagon
768,1150,0.846,0,3.852,1,0.08,0.2,nonagon
802,1200,0.945,0,0.94,1,8,0,nonagon
3164,4757,0.961,0,0.94,1,2,0,nonagon
6320,9505,1,0,0.94,1,1,0,nonagon
15798,23761,1,0,0.94,1,0.4,0,nonagon
42125,63359,1,0,0.94,1,0.15,0,nonagon
65537,65537,1,0,0.94,1,0.08,0,nonagon
802,1200,0.91,0,0.94,1,8,0.002,nonagon
3164,4757,0.949,0,0.94,1,2,0.002,nonagon
6320,9505,0.918,0,0.94,1,1,0.002,nonagon
15798,23761,0.891,0,0.94,1,0.4,0.002,nonagon
42125,63359,0.924,0,0.94,1,0.15,0.002,nonagon
65537,65537,0.754,0,0.94,1,0.08,0.002,nonagon
802,1200,1,0,0.94,1,8,0.01,nonagon
3164,4757,0.932,0,0.94,1,2,0.01,nonagon
6320,9505,0.912,0,0.94,1,1,0.01,nonagon
15798,23761,0.93,0,0.94,1,0.4,0.01,nonagon
42125,63359,0.916,0,0.94,1,0.15,0.01,nonagon
65537,65537,0.75,0,0.94,1,0.08,0.01,nonagon
802,1200,1,0,0.94,1,8,0.05,nonagon
3164,4757,0.945,0,0.94,1,2,0.05,nonagon
6320,9505,0.916,0,0.94,1,1,0.05,nonagon
15798,23761,0.932,0,0.94,1,0.4,0.05,nonagon
42125,63359,0.92,0,0.94,1,0.15,0.05,nonagon
65537,65537,0.748,0,0.94,1,0.08,0.05,nonagon
802,1200,1,0,0.94,1,8,0.2,nonagon
3164,4757,0.947,0,0.94,1,2,0.2,nonagon
6320,9505,0.922,0,0.94,1,1,0.2,nonagon
15798,23761,0.914,0,0.94,1,0.4,0.2,nonagon
42125,63359,0.934,0,0.94,1,0.15,0.2,nonagon
65537,65537,0.752,0,0.94,1,0.08,0.2,nonagon
118,176,0.27,1,1.366,1,8,0,nonagon
460,690,0.268,1,1.366,1,2,0,nonagon
918,1378,0.268,0,1.366,1,1,0,nonagon
2291,3442,0.268,0,1.366,1,0.4,0,nonagon
6104,9176,0.268,0,1.366,1,0.15,0,nonagon
11443,17203,0.268,0,1.366,1,0.08,0,nonagon
118,176,0.258,1,1.366,1,8,0.002,nonagon
460,690,0.258,1,1.366,1,2,0.002,nonagon
918,1378,0.404,0,1.366,1,1,0.002,nonagon
2291,3442,0.721,0,1.366,1,0.4,0.002,nonagon
6104,9176,0.842,0,1.366,1,0.15,0.002,nonagon
11443,17203,0.867,0,1.366,1,0.08,0.002,nonagon
118,176,0.297,1,1.366,1,8,0.01,nonagon
460,690,0.711,1,1.366,1,2,0.01,nonagon
918,1378,0.848,0,1.366,1,1,0.01,nonagon
2291,3442,0.887,0,1.366,1,0.4,0.01,nonagon
6104,9176,0.848,0,1.366,1,0.15,0.01,nonagon
11443,17203,0.85,0,1.366,1,0.08,0.01,nonagon
118,176,0.805,1,1.366,1,8,0.05,nonagon
460,690,0.828,1,1.366,1,2,0.05,nonagon
918,1378,0.885,0,1.366,1,1,0.05,nonagon
2291,3442,0.875,0,1.366,1,0.4,0.05,nonagon
6104,9176,0.875,0,1.366,1,0.15,0.05,nonagon
11443,17203,0.883,0,1.366,1,0.08,0.05,nonagon
118,176,0.857,1,1.366,1,8,0.2,nonagon
460,690,0.791,1,1.366,1,2,0.2,nonagon
918,1378,0.871,0,1.366,1,1,0.2,nonagon
2291,3442,0.861,0,1.366,1,0.4,0.2,nonagon
6104,9176,0.863,0,1.366,1,0.15,0.2,nonagon
11443,17203,0.869,0,1.366,1,0.08,0.2,nonagon
19,27,0.096,1,2.665,1,8,0,nonagon
68,102,0.088,1,2.665,1,2,0,nonagon
134,201,0.09,1,2.665,1,1,0,nonagon
333,498,0.09,1,2.665,1,0.4,0,nonagon
884,1325,0.09,0,2.665,1,0.15,0,nonagon
1655,2482,0.09,0,2.665,1,0.08,0,nonagon
19,27,0.09,1,2.665,1,8,0.002,nonagon
68,102,0.078,1,2.665,1,2,0.002,nonagon
134,201,0.076,1,2.665,1,1,0.002,nonagon
333,498,0.168,1,2.665,1,0.4,0.002,nonagon
884,1325,0.297,0,2.665,1,0.15,0.002,nonagon
1655,2482,0.488,0,2.665,1,0.08,0.002,nonagon
19,27,0.084,1,2.665,1,8,0.01,nonagon
68,102,0.141,1,2.665,1,2,0.01,nonagon
134,201,0.242,1,2.665,1,1,0.01,nonagon
333,498,0.424,1,2.665,1,0.4,0.01,nonagon
884,1325,0.754,0,2.665,1,0.15,0.01,nonagon
1655,2482,0.855,0,2.665,1,0.08,0.01,nonagon
19,27,0.178,1,2.665,1,8,0.05,nonagon
68,102,0.172,1,2.665,1,2,0.05,nonagon
134,201,0.326,1,2.665,1,1,0.05,nonagon
333,498,0.617,1,2.665,1,0.4,0.05,nonagon
884,1325,0.883,0,2.665,1,0.15,0.05,nonagon
1655,2482,0.861,0,2.665,1,0.08,0.05,nonagon
19,27,0.182,1,2.665,1,8,0.2,nonagon
68,102,0.252,1,2.665,1,2,0.2,nonagon
134,201,0.299,1,2.665,1,1,0.2,nonagon
333,498,0.627,1,2.665,1,0.4,0.2,nonagon
884,1325,0.842,0,2.665,1,0.15,0.2,nonagon
1655,2482,0.891,0,2.665,1,0.08,0.2,nonagon
9,13,0.031,1,3.964,1,8,0,nonagon
31,45,0.037,1,3.964,1,2,0,nonagon
60,89,0.049,1,3.964,1,1,0,nonagon
146,217,0.051,1,3.964,1,0.4,0,nonagon
385,576,0.051,1,3.964,1,0.15,0,nonagon
720,1078,0.051,0,3.964,1,0.08,0,nonagon
9,13,0.037,1,3.964,1,8,0.002,nonagon
31,45,0.039,1,3.964,1,2,0.002,nonagon
60,89,0.047,1,3.964,1,1,0.002,nonagon
146,217,0.063,1,3.964,1,0.4,0.002,nonagon
385,576,0.182,1,3.964,1,0.15,0.002,nonagon
720,1078,0.166,0,3.964,1,0.08,0.002,nonagon
9,13,0.039,1,3.964,1,8,0.01,nonagon
31,45,0.047,1,3.964,1,2,0.01,nonagon
60,89,0.131,1,3.964,1,1,0.01,nonagon
146,217,0.139,1,3.964,1,0.4,0.01,nonagon
385,576,0.486,1,3.964,1,0.15,0.01,nonagon
720,1078,0.738,0,3.964,1,0.08,0.01,nonagon
9,13,0.07,1,3.964,1,8,0.05,nonagon
31,45,0.066,1,3.964,1,2,0.05,nonagon
60,89,0.166,1,3.964,1,1,0.05,nonagon
146,217,0.322,1,3.964,1,0.4,0.05,nonagon
385,576,0.637,1,3.964,1,0.15,0.05,nonagon
720,1078,0.834,0,3.964,1,0.08,0.05,nonagon
9,13,0.082,1,3.964,1,8,0.2,nonagon
31,45,0.094,1,3.964,1,2,0.2,nonagon
60,89,0.133,1,3.964,1,1,0.2,nonagon
146,217,0.338,1,3.964,1,0.4,0.2,nonagon
385,576,0.637,1,3.964,1,0.15,0.2,nonagon
720,1078,0.824,0,3.964,1,0.08,0.2,nonagon
43,63,0.225,1,1.879,1,8,0,nonagon
162,242,0.223,1,1.879,1,2,0,nonagon
322,482,0.223,1,1.879,1,1,0,nonagon
801,1202,0.223,0,1.879,1,0.4,0,nonagon
2131,3201,0.223,0,1.879,1,0.15,0,nonagon
3994,6000,0.223,0,1.879,1,0.08,0,nonagon
43,63,0.23,1,1.879,1,8,0.002,nonagon
162,242,0.227,1,1.879,1,2,0.002,nonagon
322,482,0.217,1,1.879,1,1,0.002,nonagon
801,1202,0.23,0,1.879,1,0.4,0.002,nonagon
2131,3201,0.609,0,1.879,1,0.15,0.002,nonagon
3994,6000,0.756,0,1.879,1,0.08,0.002,nonagon
43,63,0.229,1,1.879,1,8,0.01,nonagon
162,242,0.217,1,1.879,1,2,0.01,nonagon
322,482,0.398,1,1.879,1,1,0.01,nonagon
801,1202,0.756,0,1.879,1,0.4,0.01,nonagon
2131,3201,0.848,0,1.879,1,0.15,0.01,nonagon
3994,6000,0.875,0,1.879,1,0.08,0.01,nonagon
43,63,0.277,1,1.879,1,8,0.05,nonagon
162,242,0.371,1,1.879,1,2,0.05,nonagon
322,482,0.547,1,1.879,1,1,0.05,nonagon
801,1202,0.832,0,1.879,1,0.4,0.05,nonagon
2131,3201,0.844,0,1.879,1,0.15,0.05,nonagon
3994,6000,0.877,0,1.879,1,0.08,0.05,nonagon
43,63,0.43,1,1.879,1,8,0.2,nonagon
162,242,0.422,1,1.879,1,2,0.2,nonagon
322,482,0.588,1,1.879,1,1,0.2,nonagon
801,1202,0.799,0,1.879,1,0.4,0.2,nonagon
2131,3201,0.803,0,1.879,1,0.15,0.2,nonagon
3994,6000,0.836,0,1.879,1,0.08,0.2,nonagon
28,41,0.205,1,2.221,1,8,0,nonagon
104,155,0.201,1,2.221,1,2,0,nonagon
206,308,0.201,1,2.221,1,1,0,nonagon
511,766,0.201,1,2.221,1,0.4,0,nonagon
1359,2039,0.201,0,2.221,1,0.15,0,nonagon
2546,3821,0.201,0,2.221,1,0.08,0,nonagon
28,41,0.197,1,2.221,1,8,0.002,nonagon
104,155,0.172,1,2.221,1,2,0.002,nonagon
206,308,0.145,1,2.221,1,1,0.002,nonagon
511,766,0.182,1,2.221,1,0.4,0.002,nonagon
1359,2039,0.467,0,2.221,1,0.15,0.002,nonagon
2546,3821,0.682,0,2.221,1,0.08,0.002,nonagon
28,41,0.172,1,2.221,1,8,0.01,nonagon
104,155,0.166,1,2.221,1,2,0.01,nonagon
206,308,0.303,1,2.221,1,1,0.01,nonagon
511,766,0.639,1,2.221,1,0.4,0.01,nonagon
1359,2039,0.834,0,2.221,1,0.15,0.01,nonagon
2546,3821,0.877,0,2.221,1,0.08,0.01,nonagon
28,41,0.229,1,2.221,1,8,0.05,nonagon
104,155,0.295,1,2.221,1,2,0.05,nonagon
206,308,0.449,1,2.221,1,1,0.05,nonagon
511,766,0.779,1,2.221,1,0.4,0.05,nonagon
1359,2039,0.906,0,2.221,1,0.15,0.05,nonagon
2546,3821,0.879,0,2.221,1,0.08,0.05,nonagon
28,41,0.316,1,2.221,1,8,0.2,nonagon
104,155,0.35,1,2.221,1,2,0.2,nonagon
206,308,0.496,1,2.221,1,1,0.2,nonagon
511,766,0.793,1,2.221,1,0.4,0.2,nonagon
1359,2039,0.893,0,2.221,1,0.15,0.2,nonagon
2546,3821,0.902,0,2.221,1,0.08,0.2,nonagon
14,19,0.094,1,3.165,1,8,0,nonagon
47,70,0.096,1,3.165,1,2,0,nonagon
92,137,0.104,1,3.165,1,1,0,nonagon
228,340,0.104,1,3.165,1,0.4,0,nonagon
603,903,0.104,1,3.165,1,0.15,0,nonagon
1129,1691,0.104,0,3.165,1,0.08,0,nonagon
14,19,0.088,1,3.165,1,8,0.002,nonagon
47,70,0.076,1,3.165,1,2,0.002,nonagon
92,137,0.074,1,3.165,1,1,0.002,nonagon
228,340,0.082,1,3.165,1,0.4,0.002,nonagon
603,903,0.271,1,3.165,1,0.15,0.002,nonagon
1129,1691,0.365,0,3.165,1,0.08,0.002,nonagon
14,19,0.068,1,3.165,1,8,0.01,nonagon
47,70,0.066,1,3.165,1,2,0.01,nonagon
92,137,0.174,1,3.165,1,1,0.01,nonagon
228,340,0.316,1,3.165,1,0.4,0.01,nonagon
603,903,0.744,1,3.165,1,0.15,0.01,nonagon
1129,1691,0.824,0,3.165,1,0.08,0.01,nonagon
14,19,0.1,1,3.165,1,8,0.05,nonagon
47,70,0.148,1,3.165,1,2,0.05,nonagon
92,137,0.236,1,3.165,1,1,0.05,nonagon
228,340,0.459,1,3.165,1,0.4,0.05,nonagon
603,903,0.838,1,3.165,1,0.15,0.05,nonagon
1129,1691,0.896,0,3.165,1,0.08,0.05,nonagon
14,19,0.148,1,3.165,1,8,0.2,nonagon
47,70,0.176,1,3.165,1,2,0.2,nonagon
92,137,0.219,1,3.165,1,1,0.2,nonagon
228,340,0.475,1,3.165,1,0.4,0.2,nonagon
603,903,0.852,1,3.165,1,0.15,0.2,nonagon
1129,1691,0.885,0,3.165,1,0.08,0.2,nonagon
8,10,0.047,1,4.464,1,8,0,nonagon
24,35,0.035,1,4.464,1,2,0,nonagon
45,67,0.043,1,4.464,1,1,0,nonagon
110,163,0.051,1,4.464,1,0.4,0,nonagon
289,432,0.051,1,4.464,1,0.15,0,nonagon
540,807,0.051,1,4.464,1,0.08,0,nonagon
8,10,0.049,1,4.464,1,8,0.002,nonagon
24,35,0.039,1,4.464,1,2,0.002,nonagon
45,67,0.047,1,4.464,1,1,0.002,nonagon
110,163,0.049,1,4.464,1,0.4,0.002,nonagon
289,432,0.17,1,4.464,1,0.15,0.002,nonagon
540,807,0.164,1,4.464,1,0.08,0.002,nonagon
8,10,0.041,1,4.464,1,8,0.01,nonagon
24,35,0.037,1,4.464,1,2,0.01,nonagon
45,67,0.084,1,4.464,1,1,0.01,nonagon
110,163,0.145,1,4.464,1,0.4,0.01,nonagon
289,432,0.402,1,4.464,1,0.15,0.01,nonagon
540,807,0.678,1,4.464,1,0.08,0.01,nonagon
8,10,0.041,1,4.464,1,8,0.05,nonagon
24,35,0.061,1,4.464,1,2,0.05,nonagon
45,67,0.119,1,4.464,1,1,0.05,nonagon
110,163,0.213,1,4.464,1,0.4,0.05,nonagon
289,432,0.529,1,4.464,1,0.15,0.05,nonagon
540,807,0.777,1,4.464,1,0.08,0.05,nonagon
8,10,0.055,1,4.464,1,8,0.2,nonagon
24,35,0.074,1,4.464,1,2,0.2,nonagon
45,67,0.105,1,4.464,1,1,0.2,nonagon
110,163,0.287,1,4.464,1,0.4,0.2,nonagon
289,432,0.59,1,4.464,1,0.15,0.2,nonagon
540,807,0.822,1,4.464,1,0.08,0.2,nonagon
18,25,0.129,1,2.819,1,8,0,nonagon
62,92,0.125,1,2.819,1,2,0,nonagon
122,182,0.141,1,2.819,1,1,0,nonagon
302,453,0.141,1,2.819,1,0.4,0,nonagon
803,1204,0.141,0,2.819,1,0.15,0,nonagon
1503,2255,0.141,0,2.819,1,0.08,0,nonagon
18,25,0.127,1,2.819,1,8,0.002,nonagon
62,92,0.137,1,2.819,1,2,0.002,nonagon
122,182,0.16,1,2.819,1,1,0.002,nonagon
302,453,0.123,1,2.819,1,0.4,0.002,nonagon
803,1204,0.273,0,2.819,1,0.15,0.002,nonagon
1503,2255,0.402,0,2.819,1,0.08,0.002,nonagon
18,25,0.146,1,2.819,1,8,0.01,nonagon
62,92,0.082,1,2.819,1,2,0.01,nonagon
122,182,0.137,1,2.819,1,1,0.01,nonagon
302,453,0.379,1,2.819,1,0.4,0.01,nonagon
803,1204,0.73,0,2.819,1,0.15,0.01,nonagon
1503,2255,0.809,0,2.819,1,0.08,0.01,nonagon
18,25,0.094,1,2.819,1,8,0.05,nonagon
62,92,0.182,1,2.819,1,2,0.05,nonagon
122,182,0.23,1,2.819,1,1,0.05,nonagon
302,453,0.521,1,2.819,1,0.4,0.05,nonagon
803,1204,0.797,0,2.819,1,0.15,0.05,nonagon
1503,2255,0.838,0,2.819,1,0.08,0.05,nonagon
18,25,0.166,1,2.819,1,8,0.2,nonagon
62,92,0.203,1,2.819,1,2,0.2,nonagon
122,182,0.281,1,2.819,1,1,0.2,nonagon
302,453,0.551,1,2.819,1,0.4,0.2,nonagon
803,1204,0.813,0,2.819,1,0.15,0.2,nonagon
1503,2255,0.811,0,2.819,1,0.08,0.2,nonagon
14,19,0.125,1,3.161,1,8,0,nonagon
47,69,0.141,1,3.161,1,2,0,nonagon
92,137,0.148,1,3.161,1,1,0,nonagon
226,338,0.15,1,3.161,1,0.4,0,nonagon
600,897,0.15,1,3.161,1,0.15,0,nonagon
1123,1682,0.15,0,3.161,1,0.08,0,nonagon
14,19,0.111,1,3.161,1,8,0.002,nonagon
47,69,0.123,1,3.161,1,2,0.002,nonagon
92,137,0.129,1,3.161,1,1,0.002,nonagon
226,338,0.088,1,3.161,1,0.4,0.002,nonagon
600,897,0.283,1,3.161,1,0.15,0.002,nonagon
1123,1682,0.363,0,3.161,1,0.08,0.002,nonagon
14,19,0.127,1,3.161,1,8,0.01,nonagon
47,69,0.076,1,3.161,1,2,0.01,nonagon
92,137,0.131,1,3.161,1,1,0.01,nonagon
226,338,0.318,1,3.161,1,0.4,0.01,nonagon
600,897,0.713,1,3.161,1,0.15,0.01,nonagon
1123,1682,0.84,0,3.161,1,0.08,0.01,nonagon
14,19,0.063,1,3.161,1,8,0.05,nonagon
47,69,0.131,1,3.161,1,2,0.05,nonagon
92,137,0.223,1,3.161,1,1,0.05,nonagon
226,338,0.494,1,3.161,1,0.4,0.05,nonagon
600,897,0.799,1,3.161,1,0.15,0.05,nonagon
1123,1682,0.887,0,3.161,1,0.08,0.05,nonagon
14,19,0.166,1,3.161,1,8,0.2,nonagon
47,69,0.191,1,3.161,1,2,0.2,nonagon
92,137,0.244,1,3.161,1,1,0.2,nonagon
226,338,0.486,1,3.161,1,0.4,0.2,nonagon
600,897,0.801,1,3.161,1,0.15,0.2,nonagon
1123,1682,0.898,0,3.161,1,0.08,0.2,nonagon
11,15,0.086,1,3.674,1,8,0,nonagon
36,54,0.09,1,3.674,1,2,0,nonagon
70,105,0.107,1,3.674,1,1,0,nonagon
173,259,0.111,1,3.674,1,0.4,0,nonagon
459,687,0.111,1,3.674,1,0.15,0,nonagon
859,1286,0.111,0,3.674,1,0.08,0,nonagon
11,15,0.09,1,3.674,1,8,0.002,nonagon
36,54,0.068,1,3.674,1,2,0.002,nonagon
70,105,0.068,1,3.674,1,1,0.002,nonagon
173,259,0.051,1,3.674,1,0.4,0.002,nonagon
459,687,0.186,1,3.674,1,0.15,0.002,nonagon
859,1286,0.219,0,3.674,1,0.08,0.002,nonagon
11,15,0.074,1,3.674,1,8,0.01,nonagon
36,54,0.039,1,3.674,1,2,0.01,nonagon
70,105,0.086,1,3.674,1,1,0.01,nonagon
173,259,0.203,1,3.674,1,0.4,0.01,nonagon
459,687,0.545,1,3.674,1,0.15,0.01,nonagon
859,1286,0.75,0,3.674,1,0.08,0.01,nonagon
11,15,0.045,1,3.674,1,8,0.05,nonagon
36,54,0.084,1,3.674,1,2,0.05,nonagon
70,105,0.143,1,3.674,1,1,0.05,nonagon
173,259,0.334,1,3.674,1,0.4,0.05,nonagon
459,687,0.648,1,3.674,1,0.15,0.05,nonagon
859,1286,0.82,0,3.674,1,0.08,0.05,nonagon
11,15,0.092,1,3.674,1,8,0.2,nonagon
36,54,0.117,1,3.674,1,2,0.2,nonagon
70,105,0.176,1,3.674,1,1,0.2,nonagon
173,259,0.359,1,3.674,1,0.4,0.2,nonagon
459,687,0.691,1,3.674,1,0.15,0.2,nonagon
859,1286,0.818,0,3.674,1,0.08,0.2,nonagon
